Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
1179700,-6000,82000,131,5.2733123e+08,0.24043745,348.47253,10111.916,45150.297,4792.8262,40377.43,166014.34,1768405,3.2432001e+10,0.82254845,1.0390788,0.28665209,1.9506847,4.0609555,0.50988406,0.82852721,2.9468532,1431,2.3418405
1179701,-6000,84000,131,5.3275466e+08,0.24232398,337.66003,10912.5,45608.32,5051.1431,50886.246,166215.06,1824898.2,3.5468001e+10,0.82290077,1.0250851,0.26626018,2.1254942,3.8851204,0.48780659,0.82392907,3.034965,1431,2.2555032
1179702,-6000,86000,131,5.3403558e+08,0.2378336,328.20743,11884.964,46244.375,5051.1431,62537.074,167978.39,1892109.1,3.7463998e+10,0.8288902,1.0246942,0.2701031,1.9600307,4.1081758,0.51581293,0.82973659,2.9244754,1431,2.3216064
1179703,-6000,88000,131,5.2983379e+08,0.23209745,319.70758,12938.424,47047.902,3066.26,64037.445,169371.2,2027231.9,4.2631999e+10,0.82701117,0.99978286,0.2495238,1.9667944,4.1687684,0.52342081,0.83127338,2.8965034,1431,2.3020108
1179704,-6000,90000,129,5.2546336e+08,0.22566174,312.57202,14225.678,48007.379,1066.5647,65774.406,171059.5,2107217,4.5060002e+10,0.84568799,0.97545099,0.24807692,2.1220469,3.9201458,0.49220431,0.82485729,3.0167832,1431,2.251049
1245233,-4000,76000,114,4.637425e+08,0.3951132,38.108486,7547.8638,25586.141,1033.7885,36660.84,121445.83,1302834.8,1.7564e+10,0.92501163,0.86253369,0.45418328,2.1780293,3.1239846,0.39224017,0.80200398,3.5307693,1431,2.4976306
1245234,-4000,78000,121,4.878784e+08,0.36694714,18.469261,6699.0884,26831.338,2588.0803,34087.023,129258.46,1366718,1.8836001e+10,0.90303028,0.91802883,0.48015872,2.1801555,3.1309056,0.39310917,0.80222064,3.5251749,1431,2.4965224
1245235,-4000,80000,123,5.0630144e+08,0.35510176,359.77182,6839.1362,28256.693,4142.3721,34919.754,133854.53,1383256.2,1.9760001e+10,0.8859123,0.95552051,0.47859922,2.1865852,3.1369867,0.39387271,0.80241072,3.5202796,1431,2.4897759
1245236,-4000,82000,132,5.3552554e+08,0.23247215,343.88171,8296.2461,43187.387,5738.4844,42039.539,170141.23,1643978.6,2.8132e+10,0.82535279,1.0318085,0.28884026,1.951596,4.0624146,0.51006728,0.82856476,2.9461539,1431,2.3409111
1245237,-4000,84000,134,5.4138976e+08,0.22645853,331.11472,9281.3965,43690.562,7051.1431,54489.113,173326.75,1768094.6,3.312e+10,0.81158119,1.0435386,0.27235773,2.1285069,3.8891299,0.48831001,0.82403564,3.0328672,1431,2.2525246
