Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
2490397,3162000,806000,313,1.2622176e+09,0.11179914,318.5141,9427.8145,78240.172,8838.6279,175611.55,376662.88,6782722,2.5118401e+11,0.64944297,1.2300085,0.30241546,1.4877183,7.7161398,0.97664493,0.90189415,2.0161054,1367,2.0944536
2490398,3162000,808000,334,1.3031322e+09,0.11997966,309.58191,12109.659,79552.078,7218.5103,168602.78,369441.22,7945678,3.1651601e+11,0.62338388,1.3094153,0.33003953,1.5222782,7.7050371,0.97523969,0.90171468,2.0175695,1367,2.0677204
2490399,3162000,810000,323,1.2877439e+09,0.13429698,301.24716,14912.985,80892.172,5830.1919,171738.8,347125.53,7798114,3.1632799e+11,0.64942408,1.2357013,0.3259334,1.5276554,7.5316467,0.95329338,0.89888769,2.0409956,1367,2.0819361
2490400,3162000,812000,310,1.2333133e+09,0.16094057,295.16321,17394.234,82083.719,4544.668,143459.44,310319.34,7810576.5,3.2413201e+11,0.67483038,1.1560628,0.3463687,1.582243,6.9726572,0.88254112,0.88943964,2.1244509,1367,2.1031609
2490401,3162000,814000,299,1.1913539e+09,0.16910231,291.44009,18911.807,82276.266,3259.1443,128675.67,297543.56,7633009.5,3.1111201e+11,0.69657248,1.1166798,0.33370537,1.5743033,6.927556,0.8768326,0.88865364,2.1317716,1367,2.1144233
2490402,3162000,816000,286,1.1489029e+09,0.17037095,288.34531,20381.16,83700.93,1973.6204,124406.58,291104.44,7428931.5,2.9608401e+11,0.71726167,1.063189,0.31991053,1.5649518,6.8609877,0.86840689,0.8874867,2.1427526,1367,2.1297543
2490403,3162000,818000,279,1.1055593e+09,0.17137994,285.90121,21946.252,83987.961,688.09656,123334.7,284718.69,7510970,2.9964799e+11,0.72940356,1.0369009,0.31740615,1.5632101,6.765636,0.85633808,0.88580078,2.1588581,1367,2.1437855
2490405,3162000,822000,129,5.1665146e+08,0.24938112,242.9621,7722.7314,36167.789,1470.2512,66752.414,161351.11,2353901.5,5.1164e+10,0.75024223,0.64750659,0.21571906,1.5294808,5.1939874,0.65741181,0.85511643,2.509517,1367,2.4162183
2490406,3162000,824000,137,5.4262694e+08,0.25543451,251.28029,10453.943,35006.383,684.41461,83015.859,163386.36,2645585,5.9699999e+10,0.72584802,0.6855247,0.22909699,1.5400394,5.2142172,0.65997237,0.8555522,2.5036604,1367,2.4041414
2490429,3162000,870000,448,1.8031496e+09,0.29263669,196.37759,24970.039,79051.188,393.73093,113884.91,278263.62,16988580,8.2002798e+11,0.84830415,0.95264083,0.58181816,2.1863759,5.5320258,0.70019794,0.86224043,2.4172766,1367,1.9035535
2490430,3162000,872000,544,2.1657326e+09,0.32445675,204.66939,27009.881,80154.117,2328.1897,73324.531,289620.25,20836230,1.01654e+12,0.80165339,1.211944,0.7064935,2.1254671,5.820653,0.73672998,0.86807376,2.3469985,1367,1.9410768
2490431,3162000,874000,548,2.1918228e+09,0.31589586,209.19342,27508.309,81296.641,4277.9243,102066.69,295281.12,21120546,1.04228e+12,0.79054296,1.2406006,0.70984459,2.1223824,5.8396955,0.73914021,0.86845106,2.3426061,1367,1.941992
2490432,3162000,876000,533,2.1165724e+09,0.29786152,214.64197,27686.26,82476.938,5345.2427,102521.88,298823.19,20584824,1.025932e+12,0.77642512,1.2319093,0.69041449,2.1358862,5.7923212,0.73314399,0.86751068,2.3535872,1367,1.9323698
2490433,3162000,878000,499,1.983378e+09,0.2766563,220.56738,27823.949,83693.281,3697.3381,122768.93,300149.34,19310080,9.72008e+11,0.75084305,1.1813955,0.64553684,2.1613441,5.6907554,0.72028863,0.86547536,2.3777452,1367,1.9148877
2490434,3162000,880000,435,1.7484841e+09,0.24595633,226.82753,28248.832,84943.688,1889.395,135657.5,298886.81,16549299,8.3284401e+11,0.71609724,1.070279,0.56129032,2.1900015,5.5092602,0.69731647,0.86177087,2.4231331,1367,1.9002234
2490435,3162000,882000,344,1.3799566e+09,0.19965456,235.42776,26800.236,86226.562,3.1016083,149035.84,294712.12,12157845,5.85164e+11,0.69879311,0.87666976,0.44387096,2.1912489,5.2629004,0.66613424,0.85659587,2.4897511,1367,1.9181908
2555923,3164000,786000,120,4.8456269e+08,0.35087454,110.86179,20169.166,38449.105,1297.3307,68087.523,131735.86,2589422,6.7031998e+10,0.84663868,0.70724344,0.23762377,1.8144556,4.5132751,0.57125294,0.83966005,2.7371888,1367,2.3168113
2555924,3164000,788000,114,4.686936e+08,0.38346946,116.49536,18959.598,37193.312,659.4436,63984.051,123932.16,2351568.2,5.7568002e+10,0.94100296,0.49544993,0.22574258,1.8068745,4.5018921,0.56981218,0.8393873,2.7415812,1367,2.3249681
2555926,3164000,792000,160,6.4544877e+08,0.42282221,115.31761,15882.766,35052.062,279.95349,57945.785,138502.28,2898350,6.1319999e+10,0.9481132,0.61090243,0.31620553,1.8555287,4.5926251,0.58129638,0.84154725,2.7071743,1367,2.2712262
2555927,3164000,794000,220,8.8162829e+08,0.19111879,110.04128,13098.812,53974.645,936.65167,114872.27,240766.47,3894357.2,8.7276003e+10,0.82224989,0.92609543,0.27989823,1.5973109,6.0990896,0.77197224,0.87350321,2.2855051,1367,2.2041321
2555928,3164000,796000,256,1.0133773e+09,0.17421748,108.972,9441.9502,51415.438,2712.0811,102358.67,270361.38,4390235.5,9.6908001e+10,0.77818626,1.0902904,0.31920201,1.6165558,6.3000011,0.79740191,0.8773092,2.2445095,1367,2.1612456
2555929,3164000,798000,264,1.0413578e+09,0.16772589,111.1919,7329.5044,48845.664,4488.1577,96022.938,279321.81,4347570.5,9.3711999e+10,0.76446021,1.1318468,0.32917705,1.6227471,6.3297882,0.80117208,0.87786591,2.2386529,1367,2.1525919
2555930,3164000,800000,274,1.1135583e+09,0.10607716,82.890594,3127.7598,70364.203,6264.2349,182464.75,363203.84,4774936,1.23012e+11,0.72674525,1.1180751,0.29367632,1.5990634,6.9052234,0.87400591,0.88826311,2.135432,1367,2.0893924
