Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
5374036,188,1052,507,2015.3656,0.11352067,169.46629,51.067741,124.43349,3.3827636,325.39581,472.32874,27032.312,2021000,0.66625351,0.60746956,0.18204668,1.1921459,9.1620541,1.0041146,0.91515982,1.9923407,3265,2.3351915
5374037,188,1054,529,2098.4841,0.11392559,172.9304,54.618374,127.81097,3.3827636,337.26669,481.11304,30047.518,2377012,0.65276104,0.62465048,0.18899608,1.1942437,9.2679243,1.0157174,0.91646248,1.981005,3265,2.3243475
5374038,188,1056,515,2077.4553,0.16347416,176.8436,57.300697,131.87711,1.4111747,268.97903,399.61908,30565.984,2541956,0.63959807,0.60425484,0.18379728,1.1830164,9.2361946,1.0122401,0.91607326,1.984375,3265,2.3372068
5439514,190,936,146,597.63556,0.12651925,82.171753,14.671781,61.237381,0.19824348,148.39841,243.63791,3582.1511,124652,0.681436,0.47752631,0.23397435,1.8668406,3.9290206,0.4306007,0.82838786,3.3140318,3265,2.6075077
5439515,190,938,174,695.31042,0.139928,81.675179,12.702464,60.272213,0.77542329,142.34406,249.88603,4642.4546,169576,0.67616767,0.56940943,0.27315542,1.8845434,3.950465,0.43295088,0.82889313,3.3014705,3265,2.5899217
5439516,190,940,204,824.39838,0.076433353,88.833855,13.900508,115.41236,1.1253638,249.32664,368.15613,5996.7432,245284,0.68043077,0.63915795,0.1548975,1.6933631,5.4651737,0.59895527,0.8601765,2.6636028,3265,2.3656621
5439517,190,942,304,1212.766,0.10894036,103.73614,27.1733,113.35074,1.3648014,243.33618,374.02362,12447.584,715480,0.71128625,0.79188311,0.19843341,1.5761114,6.1111808,0.66975433,0.8714987,2.487745,3265,2.3573086
5439518,190,944,380,1528.9233,0.13150999,108.81099,29.361355,111.34042,1.5964178,236.80861,382.2244,16076.544,900456,0.75479794,0.88639235,0.24804178,1.6180328,6.2083459,0.68040317,0.87312138,2.4644608,3265,2.3089399
5439519,190,946,455,1837.8276,0.11772795,114.60361,30.229916,100.76449,1.9060462,270.698,442.91208,19165.02,1037216,0.70685965,1.0893257,0.28652394,1.6588949,6.3832855,0.69957566,0.87599456,2.4243259,3265,2.2490971
5439520,190,948,487,1960.1962,0.12419733,118.00049,28.424706,98.74752,2.3873363,252.3313,445.34702,19962.051,1047916,0.69872653,1.1540005,0.30571249,1.6717987,6.4344954,0.70518804,0.87682426,2.4129901,3265,2.2320349
5439521,190,950,487,1966.4423,0.12421817,120.59624,26.990444,96.644615,3.0879853,241.69984,446.01862,19606,1014944,0.69738299,1.1626005,0.30628932,1.6713806,6.4303126,0.70472962,0.87675667,2.4139092,3265,2.2331228
5439522,190,952,479,1937.4231,0.12778652,123.01591,26.875769,88.627441,3.9486272,237.6853,436.49036,18836.145,961748,0.70236981,1.1449504,0.30201766,1.6678967,6.4136357,0.7029019,0.8764869,2.4175858,3265,2.2382641
5439523,190,954,463,1874.8931,0.12423661,124.61756,28.691515,85.854836,3.1537659,235.72688,435.48019,17404.242,863272,0.71320111,1.1193557,0.29415503,1.6601559,6.3750577,0.6986739,0.87586081,2.4261642,3265,2.2501805
5439524,190,956,454,1826.1958,0.12177368,126.2127,30.048714,83.533653,3.1738081,234.10924,434.11209,16542.424,807996,0.72867131,1.0863644,0.28752375,1.6573054,6.3695846,0.6980741,0.87577176,2.4273896,3265,2.2527699
5439525,190,958,438,1769.8085,0.17141683,127.94398,30.061239,81.382233,4.0439649,120.2299,360.19803,15187.985,712440,0.75832522,1.0039759,0.28441557,1.6451855,6.2952681,0.68992937,0.8745566,2.4442401,3265,2.2749135
5439526,190,960,429,1740.4463,0.17425148,130.70448,28.528778,79.867126,5.3806071,118.8262,354.2803,14281.364,644516,0.76389343,0.98132348,0.28057554,1.639753,6.268672,0.68701458,0.87411904,2.4503677,3265,2.2835448
5439527,190,962,420,1704.4397,0.1754376,133.94556,27.006977,78.524002,5.039288,119.45945,349.40927,13573.904,596436,0.76806456,0.95782667,0.27468935,1.6359526,6.2567773,0.68571097,0.87392294,2.453125,3265,2.2881482
